content_name,Concepts
java_demo_2,"InstanceField:0.4983105537896005,ClassDefinition:0.0,IntDataType:0.2996534668351779,PublicClassSpecifier:0.05897785995933788,SimpleVariable:0.5392691614685069"
jeg_interface1,"InterfaceDefinition:0.9931605754696945,PublicClassSpecifier:0.05897785995933788,MethodDefinition:0.03833177780702022,ActualMethodParameter:0.10914446942506807,FormalMethodParameter:0.07670662691976943,ObjectCreationStatement:0.43761271343598884,AbstractMethodDefinition:0.9931605754696945,ImplementsSpecification:0.9072459467631013,PublicMethodSpecifier:0.04823528747371086,StringLiteral:0.1598540601849957,StaticMethodSpecifier:0.11809931207799448,ConstructorCall:0.43761271343598884,ClassDefinition:0.0,VoidDataType:0.05362815767166245,MethodImplementation:0.9072459467631013,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,SimpleAssignmentExpression:0.05426575787152426,ObjectMethodInvocation:0.3136191229720017"
key_demo,"ExtendsSpecification:0.6232492903979004,StringVariable:1.3579117089708022,InstanceField:1.0457606517558669,StringLiteral:0.5698716291441183,PublicConstructorSpecifier:0.7579478642953567,ConstructorCall:1.044272750426675,False:1.0359125558906443,PublicMethodSpecifier:0.0743390706349775,PrivateMethodSpecifier:1.4191293077419758,ClassDefinition:0.0,ImplementsSpecification:0.9072459467631013,StringDataType:0.5672849067201284,InstanceFieldInitializationStatement:1.5949582790394932,SimpleVariable:0.5392691614685069,SuperclassConstructorCall:1.0359125558906443,ActualMethodParameter:0.4246125613818463,FormalMethodParameter:0.21414645205580993,VoidDataType:0.07134091313843256,java.lang.String.equals:1.4983105537896004,ImportStatement:1.3325929770870883,PublicClassSpecifier:0.05897785995933788,MethodImplementation:0.9072459467631013,PrivateFieldSpecifier:1.6417595247445318,SimpleAssignmentExpression:0.17921728300652032,ConstructorDefinition:0.640978057358332,ObjectCreationStatement:1.044272750426675,ObjectMethodInvocation:1.1412779681587717,MethodDefinition:0.06320366291470532,StringAddition:1.379098970980627,StaticMethodSpecifier:0.11809931207799448,OnDemandImport:2.084258988301393"
label_test,"OnDemandImport:2.084258988301393,ExtendsSpecification:0.6232492903979004,SimpleVariable:0.5392691614685069,SuperclassConstructorCall:1.0359125558906443,SimpleAssignmentExpression:0.1514969433926647,ObjectCreationStatement:1.3476027689220176,MethodDefinition:0.03833177780702022,VoidDataType:0.04326685993915826,ClassDefinition:0.0,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:0.640978057358332,StringLiteral:0.49226123353986445,ObjectMethodInvocation:1.1831559664029045,ConstructorCall:1.3476027689220176,PublicMethodSpecifier:0.04823528747371086,ImportStatement:1.3325929770870883,PublicClassSpecifier:0.05897785995933788,InstanceField:0.4983105537896005,PublicConstructorSpecifier:0.7579478642953567,StringDataType:0.48004759185990303,ActualMethodParameter:0.4361120789616713,FormalMethodParameter:0.1298756090994712,StaticMethodSpecifier:0.11809931207799448"
lines_rects_ovals,"PublicMethodSpecifier:0.05978639553726891,True:1.3843672014827637,ObjectCreationStatement:0.9183794180941623,OnDemandImport:2.084258988301393,ExtendsSpecification:0.6232492903979004,PrivateFieldSpecifier:0.7823072101548013,SimpleAssignmentExpression:0.09187991494111997,PublicConstructorSpecifier:0.7579478642953567,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,False:1.0359125558906443,ConstructorCall:0.9183794180941623,ClassDefinition:0.0,StringVariable:0.6470522050705252,InstanceField:0.4983105537896005,StringLiteral:0.2706564513032853,SuperclassConstructorCall:1.0359125558906443,MethodDefinition:0.04751125057285596,ObjectMethodInvocation:1.2021690071274842,StaticMethodSpecifier:0.11809931207799448,ImportStatement:1.3325929770870883,PublicClassSpecifier:0.05897785995933788,StringDataType:0.26394111259823055,InstanceFieldInitializationStatement:0.9420080530223133,ConstructorDefinition:0.640978057358332,ActualMethodParameter:0.4246125613818463"
list_test,"ImportStatement:1.5152675527832045,PublicClassSpecifier:0.05897785995933788,InstanceField:1.1891156645946537,StringDataType:0.4067797258098296,StringLiteral:0.3814588424215749,SuperclassConstructorCall:1.0359125558906443,ObjectCreationStatement:1.3476027689220176,MethodDefinition:0.04751125057285596,ArrayElement:1.021189299069938,OnDemandImport:2.3699734809299176,ExtendsSpecification:0.6232492903979004,SimpleVariable:0.9130620603033284,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332,ObjectMethodInvocation:1.118036290926688,ConstructorCall:1.3476027689220176,PublicMethodSpecifier:0.05978639553726891,StaticMethodSpecifier:0.11809931207799448,ClassDefinition:0.0,PrivateFieldSpecifier:1.8668152842558356,StringVariable:0.6470522050705252,SimpleAssignmentExpression:0.14160312593692462,PublicConstructorSpecifier:0.7579478642953567,ActualMethodParameter:0.3971829814482624,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245"
logical_operators,"StringDataType:0.26394111259823055,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.3303575594137351,NotEqualExpression:1.4983105537896004,MethodDefinition:0.022639365465170848,ActualMethodParameter:0.2604508319364623,StringLiteral:0.2706564513032853,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,GreaterEqualExpression:1.3521825181113625"
MathFunction,"VoidDataType:0.025554104472388137,java.lang.Math.abs:2.197280558125619,java.lang.Math.ceil:3.7203193818895754,MethodDefinition:0.022639365465170848,IntDataType:0.2996534668351779,ActualMethodParameter:0.2604508319364623,java.lang.Math.sqrt:2.197280558125619,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.12949407201071567,DoubleDataType:1.6775058999140056,PublicClassSpecifier:0.05897785995933788"
MethodDemo,"ObjectMethodInvocation:0.3136191229720017,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:2.0271722013296305,SimpleAssignmentExpression:0.12949407201071567,ActualMethodParameter:0.3361040131921593,java.lang.System.out.print:2.0562132143505245,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:1.0955546166902552,StringLiteral:0.44627408621601317,IntDataType:0.2996534668351779,java.lang.String.replace:2.197280558125619,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.43520144549454315,java.lang.System.out.println:0.46560062245835854,java.lang.String.length:2.9124828746757556"
metrics,"SuperclassConstructorCall:1.0359125558906443,ActualMethodParameter:0.4246125613818463,PublicMethodSpecifier:0.05978639553726891,ObjectCreationStatement:1.141923205403029,StringAddition:1.6314413019913316,ClassDefinition:0.0,ConstructorDefinition:0.640978057358332,StringLiteral:0.5698716291441183,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ConstructorCall:1.141923205403029,StaticMethodSpecifier:0.11809931207799448,ImportStatement:1.3325929770870883,PublicClassSpecifier:0.05897785995933788,PublicConstructorSpecifier:0.7579478642953567,StringDataType:0.5557323725711579,MethodDefinition:0.04751125057285596,ObjectMethodInvocation:1.2021690071274842,SimpleAssignmentExpression:0.12949407201071567,OnDemandImport:2.084258988301393,ExtendsSpecification:0.6232492903979004"
multi_selection,"PublicClassSpecifier:0.05897785995933788,InstanceField:1.0457606517558669,StringDataType:0.43520144549454315,StringLiteral:0.4171292451032503,SuperclassConstructorCall:1.0359125558906443,ObjectCreationStatement:1.4869621703006146,MethodDefinition:0.04751125057285596,StaticMethodSpecifier:0.11809931207799448,OnDemandImport:2.084258988301393,ExtendsSpecification:0.6232492903979004,SimpleVariable:0.9130620603033284,InstanceFieldInitializationStatement:0.9420080530223133,ConstructorDefinition:0.640978057358332,ObjectMethodInvocation:1.2684395797594021,ConstructorCall:1.4869621703006146,PublicMethodSpecifier:0.05978639553726891,ClassDefinition:0.0,PrivateFieldSpecifier:1.6417595247445318,StringVariable:0.6470522050705252,SimpleAssignmentExpression:0.1514969433926647,PublicConstructorSpecifier:0.7579478642953567,ActualMethodParameter:0.45136632200802496,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ImportStatement:1.3325929770870883"
nested_loops,"MethodDefinition:0.022639365465170848,IntDataType:0.5073574225169946,NestedForLoops:1.4569178686313755,GreaterExpression:1.2430380486862944,ActualMethodParameter:0.10914446942506807,java.lang.System.out.println:0.19511449636911166,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,LessExpression:0.7907403776916642,PostDecrementExpression:1.4191293077419758,StringLiteral:0.1598540601849957,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ForStatement:1.3834186094084284,PostIncrementExpression:0.7907403776916642,java.lang.System.out.print:0.979796613911713,StringDataType:0.1558878729673943"
nested_loops2,"MultiplyExpression:0.9542425094393249,MethodDefinition:0.022639365465170848,IntDataType:0.5073574225169946,NestedForLoops:1.4569178686313755,java.lang.System.out.print:0.979796613911713,java.lang.System.out.println:0.19511449636911166,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,LessEqualExpression:2.402794786253313,ActualMethodParameter:0.10914446942506807,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ForStatement:1.3834186094084284,PostIncrementExpression:1.3388398410435476"
nested_minsub_annoexp,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,LessExpression:1.3388398410435476,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ForStatement:1.3834186094084284,PostIncrementExpression:1.3388398410435476,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.5073574225169946,NestedForLoops:1.4569178686313755"
OperatorExample,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,ActualMethodParameter:0.22905192477560865,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ModulusExpression:3.0575057426899557"
override,"StringLiteral:0.2706564513032853,PublicClassSpecifier:0.09985819730561223,StringDataType:0.37199435222906685,ExtendsSpecification:0.6232492903979004,MethodDefinition:0.03833177780702022,ReturnStatement:1.2968098602481155,ClassDefinition:0.0,PublicMethodSpecifier:0.04823528747371086"
package_v2,"MethodDefinition:0.022639365465170848,ReturnStatement:0.7659167939666319,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137"
panel_demo,"ConstructorCall:1.2217094365895051,ArrayLength:2.0271722013296305,OnDemandImport:2.084258988301393,LessExpression:0.7907403776916642,ExtendsSpecification:0.6232492903979004,StringAddition:0.49398918000695796,SimpleVariable:0.9130620603033284,MethodDefinition:0.03833177780702022,SuperclassConstructorCall:1.0359125558906443,VoidDataType:0.04326685993915826,SimpleAssignmentExpression:0.1514969433926647,ObjectMethodInvocation:0.9238937573010462,IntDataType:0.2996534668351779,ClassDefinition:0.0,PostIncrementExpression:0.7907403776916642,PrivateFieldSpecifier:1.3245612472053185,AddExpression:0.9931605754696945,ConstructorDefinition:0.640978057358332,PublicMethodSpecifier:0.04823528747371086,StringLiteral:0.2706564513032853,ObjectCreationStatement:1.2217094365895051,ActualMethodParameter:0.3604588977059742,ImportStatement:1.3325929770870883,ForStatement:0.8170693164140133,PublicClassSpecifier:0.05897785995933788,ArrayElement:1.7290237825382524,InstanceField:0.843713109192127,FormalMethodParameter:0.1298756090994712,PublicConstructorSpecifier:0.7579478642953567,StaticMethodSpecifier:0.11809931207799448,StringDataType:0.26394111259823055"
Point,"SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,PublicClassSpecifier:0.05897785995933788,InstanceFieldInitializationStatement:1.5949582790394932,FormalMethodParameter:0.07670662691976943,PublicFieldSpecifier:3.210631293467133,IntDataType:0.6288564478423063,ConstructorDefinition:0.640978057358332,ClassDefinition:0.0,InstanceField:0.843713109192127"
Point_v2,"PublicClassSpecifier:0.05897785995933788,IntDataType:0.6288564478423063,ConstructorDefinition:0.640978057358332,PrivateFieldSpecifier:1.3245612472053185,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,ClassDefinition:0.0,InstanceField:0.843713109192127,FormalMethodParameter:0.07670662691976943,SimpleAssignmentExpression:0.09187991494111997"
post_request_example,"PublicClassSpecifier:0.05897785995933788,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SimpleAssignmentExpression:0.09187991494111997,StringLiteral:0.49226123353986445,AndExpression:1.2195569528367716,ImportStatement:1.6569609617893568,ExtendsSpecification:0.6232492903979004,ProtectedMethodSpecifier:2.0211892990699383,StringVariable:0.6470522050705252,ObjectMethodInvocation:1.0357538404051994,NotEqualExpression:1.4983105537896004,java.lang.String.length:1.7201593034059568,ClassDefinition:0.0,FormalMethodParameter:0.07670662691976943,ThrowsSpecification:1.595220566797657,StringDataType:0.48004759185990303,ActualMethodParameter:0.3361040131921593,null:1.6532125137753437,StringAddition:0.49398918000695796"
post_servlet,"PublicMethodSpecifier:0.04823528747371086,ImportStatement:1.6569609617893568,PublicClassSpecifier:0.05897785995933788,StringDataType:0.26394111259823055,InstanceFieldInitializationStatement:0.9420080530223133,FormalMethodParameter:0.1298756090994712,ThrowsSpecification:2.7009432050446907,OnDemandImport:2.5915908587654894,ExtendsSpecification:0.6232492903979004,PrivateFieldSpecifier:0.7823072101548013,SimpleAssignmentExpression:0.05426575787152426,MethodDefinition:0.03833177780702022,VoidDataType:0.025554104472388137,ClassDefinition:0.0,StringVariable:0.6470522050705252,InstanceField:0.4983105537896005,StringLiteral:0.1598540601849957"
PrimitiveDataTypes,"MethodDefinition:0.022639365465170848,ByteDataType:1.8962505624616381,IntDataType:0.2996534668351779,DoubleDataType:0.7993405494535817,CharDataType:1.7201593034059568,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.16710822908031134,LongDataType:1.8962505624616381,BooleanDataType:0.9931605754696945,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ShortDataType:2.197280558125619,FloatDataType:1.7993405494535817,True:1.3843672014827637"
print_println_annoexp,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,java.lang.System.out.print:1.6589398743667982,StringDataType:0.26394111259823055,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,ActualMethodParameter:0.2604508319364623,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringLiteral:0.2706564513032853,SimpleAssignmentExpression:0.05426575787152426"
radiobutton_test,"ExtendsSpecification:0.6232492903979004,SimpleVariable:1.4071893949424685,SuperclassConstructorCall:1.0359125558906443,SimpleAssignmentExpression:0.19345467865625374,ObjectCreationStatement:1.6226899100612022,False:2.1739788197776964,FormalMethodParameter:0.16097746987610817,StaticMethodSpecifier:0.11809931207799448,ImplementsSpecification:0.9072459467631013,EqualExpression:2.436858266006567,ClassDefinition:0.0,PrivateFieldSpecifier:1.8668152842558356,ConstructorDefinition:0.640978057358332,StringLiteral:0.5279316362215398,ObjectMethodInvocation:1.34725659034707,ConstructorCall:1.6226899100612022,AddExpression:0.9931605754696945,MethodDefinition:0.04751125057285596,VoidDataType:0.05362815767166245,MethodImplementation:0.9072459467631013,ImportStatement:1.3325929770870883,IfStatement:1.0833372058187825,PublicClassSpecifier:0.05897785995933788,InstanceField:1.1891156645946537,PublicConstructorSpecifier:0.7579478642953567,StringDataType:0.5148329654406659,ActualMethodParameter:0.48741037570355356,True:1.3843672014827637,ConstantInvocation:1.0069488599553278,PublicMethodSpecifier:0.05978639553726891,PrivateClassSpecifier:1.8962505624616381,IfElseIfStatement:2.8377068490306945,OnDemandImport:2.084258988301393"
RDF_Array7,"IntDataType:0.2996534668351779,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ArrayDataType:1.1558878729673943,ArrayInitializationStatement:1.1558878729673943,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,ArrayCreationStatement:1.3222192947339193,DoubleDataType:0.7993405494535817,ArrayInitializer:1.1558878729673943,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,ArrayVariable:1.6589398743667982,SimpleAssignmentExpression:0.09187991494111997"
Rectangle,"VoidDataType:0.025554104472388137,PublicFieldSpecifier:3.9794947327758092,IntDataType:0.8365604035241229,ConstructorDefinition:1.5295623238757696,ConstructorCall:0.7409427319313319,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,ClassDefinition:0.0,InstanceField:1.0457606517558669,SimpleAssignmentExpression:0.18911110046226043,PublicConstructorSpecifier:1.8086867145908738,ActualMethodParameter:0.18479765068076517,PublicMethodSpecifier:0.04823528747371086,MultiplyExpression:0.9542425094393249,PublicClassSpecifier:0.05897785995933788,InstanceFieldInitializationStatement:1.5949582790394932,SimpleVariable:0.5392691614685069,ObjectCreationStatement:0.7409427319313319,FormalMethodParameter:0.183044591279173"
relational_operators,"MethodDefinition:0.022639365465170848,IntDataType:0.2996534668351779,SimpleVariable:0.5392691614685069,AddExpression:0.9931605754696945,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.12949407201071567,LessExpression:0.7907403776916642,LessEqualExpression:1.4191293077419758,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,BooleanDataType:0.9931605754696945,EqualExpression:1.021189299069938"
session_example,"ArrayLength:2.512627692265838,OnDemandImport:2.084258988301393,LessExpression:1.3388398410435476,ExtendsSpecification:0.6232492903979004,ArrayElement:2.436858266006567,PrivateFieldSpecifier:1.3245612472053185,PreIncrementExpression:1.6532125137753437,ClassField:3.210631293467133,ReturnStatement:1.2968098602481155,StringLiteral:0.6678788684525923,PublicMethodSpecifier:0.06798203713598418,ObjectVariable:3.210631293467133,ActualMethodParameter:0.4647476874030738,IfElseStatement:1.957088293158176,NestedForLoops:1.4569178686313755,IntDataType:0.5073574225169946,ClassDefinition:0.0,PostIncrementExpression:0.7907403776916642,StringVariable:1.6884425552351128,StringAddition:0.49398918000695796,FinalFieldSpecifier:3.4221709630981985,IfStatement:1.0833372058187825,ClassConstantInitializationStatement:3.4221709630981985,FormalMethodParameter:0.20016118041938452,ThrowsSpecification:3.8066658432917246,SimpleVariable:1.1317168891575557,True:1.3843672014827637,NotEqualExpression:2.5368602897520725,AndExpression:1.2195569528367716,ImportStatement:1.3325929770870883,ForStatement:1.3834186094084284,PublicClassSpecifier:0.05897785995933788,ExplicitTypeCasting:1.1558878729673943,StringDataType:0.6808084575559623,PrivateMethodSpecifier:1.4191293077419758,StaticFieldSpecifier:3.210631293467133,java.lang.String.equals:1.4983105537896004,SimpleAssignmentExpression:0.18911110046226043,MethodDefinition:0.059076018558268086,VoidDataType:0.04326685993915826,ObjectMethodInvocation:1.3905831783397091,False:1.0359125558906443,null:2.799132106565143"
shapes,"FloatDataType:1.7993405494535817,ClassDefinition:0.0,FormalMethodParameter:0.07670662691976943,VoidDataType:0.025554104472388137,ObjectMethodInvocation:1.3802996628635555,ConstructorCall:1.560067161580628,ArrayInitializer:1.1558878729673943,ImportStatement:1.772732906644118,PublicClassSpecifier:0.05897785995933788,MethodDefinition:0.022639365465170848,SimpleAssignmentExpression:0.12949407201071567,ActualMethodParameter:0.5032561891380962,True:1.3843672014827637,ArrayVariable:0.979796613911713,OnDemandImport:2.5915908587654894,ExtendsSpecification:0.6232492903979004,PublicMethodSpecifier:0.028488537811437533,ExplicitTypeCasting:1.1558878729673943,ObjectCreationStatement:1.560067161580628,ArrayInitializationStatement:1.1558878729673943"
shapes2,"ArrayElement:1.7290237825382524,ArrayLength:1.1972805581256194,Constant:1.4191293077419758,MultiplyExpression:2.0025850566788623,ClassDefinition:0.0,FormalMethodParameter:0.07670662691976943,VoidDataType:0.025554104472388137,ArrayVariable:1.6589398743667982,ExplicitTypeCasting:2.7582887133489575,ObjectMethodInvocation:0.9657717555451788,ForStatement:1.3834186094084284,PostIncrementExpression:1.3388398410435476,ConstantInvocation:1.0069488599553278,ImportStatement:1.6569609617893568,PublicClassSpecifier:0.05897785995933788,MethodDefinition:0.022639365465170848,ArrayInitializationStatement:1.957088293158176,IntDataType:0.9580594288494345,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.3361040131921593,LessExpression:0.7907403776916642,LessEqualExpression:1.4191293077419758,DivideExpression:1.7201593034059568,OnDemandImport:2.3699734809299176,ExtendsSpecification:0.6232492903979004,PublicMethodSpecifier:0.028488537811437533,ArrayInitializer:1.957088293158176,SimpleAssignmentExpression:0.1514969433926647,ConstructorCall:0.7409427319313319"
show_color2,"ExtendsSpecification:0.6232492903979004,SimpleVariable:0.9130620603033284,ConstructorDefinition:0.640978057358332,StringLiteral:0.3354716950977236,ActualMethodParameter:0.3803582872870028,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,null:1.6532125137753437,ClassDefinition:0.0,PrivateFieldSpecifier:1.6417595247445318,InstanceFieldInitializationStatement:0.9420080530223133,PublicConstructorSpecifier:0.7579478642953567,StringDataType:0.3271482058637069,ObjectCreationStatement:1.289167733866714,MethodDefinition:0.04751125057285596,IfStatement:1.0833372058187825,StaticMethodSpecifier:0.11809931207799448,ImportStatement:1.3325929770870883,PublicClassSpecifier:0.05897785995933788,InstanceField:1.0457606517558669,SimpleAssignmentExpression:0.1514969433926647,SuperclassConstructorCall:1.0359125558906443,ObjectMethodInvocation:1.0656449354057353,ConstructorCall:1.289167733866714,PublicMethodSpecifier:0.05978639553726891,EqualExpression:1.021189299069938,OnDemandImport:2.084258988301393"
show_colors,"SimpleAssignmentExpression:0.09187991494111997,ClassDefinition:0.0,ConstructorDefinition:0.640978057358332,StringLiteral:0.44627408621601317,FormalMethodParameter:0.16097746987610817,VoidDataType:0.05362815767166245,ConstructorCall:1.141923205403029,StaticMethodSpecifier:0.11809931207799448,ImportStatement:1.3325929770870883,PublicClassSpecifier:0.05897785995933788,PublicConstructorSpecifier:0.7579478642953567,StringDataType:0.43520144549454315,MethodDefinition:0.04751125057285596,ObjectMethodInvocation:1.2021690071274842,StringAddition:1.1788035947048425,OnDemandImport:2.084258988301393,ExtendsSpecification:0.6232492903979004,SuperclassConstructorCall:1.0359125558906443,ActualMethodParameter:0.41837403663010664,PublicMethodSpecifier:0.05978639553726891,ObjectCreationStatement:1.141923205403029"
static_method_v2,"ReturnStatement:0.7659167939666319,FormalMethodParameter:0.1298756090994712,StaticMethodSpecifier:0.19995951727092548,SimpleAssignmentExpression:0.12949407201071567,PrivateMethodSpecifier:1.4191293077419758,ClassDefinition:0.0,MethodDefinition:0.03833177780702022,VoidDataType:0.025554104472388137,ActualMethodParameter:0.18479765068076517,MultiplyExpression:0.9542425094393249,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,DoubleDataType:1.9074618457755572,java.lang.System.out.println:0.19511449636911166"
StringExample,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,nullInitialization:2.0211892990699383,SimpleAssignmentExpression:0.11388278632306903,java.lang.System.out.println:0.40946967977750703,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:1.3579117089708022,StringLiteral:0.2706564513032853,ActualMethodParameter:0.22905192477560865,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.3271482058637069,StringAddition:0.8363963873559003"
StringsConcatenation,"StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,PublicClassSpecifier:0.05897785995933788"
string_comparison,"MethodDefinition:0.022639365465170848,StringInitializationStatement:2.0271722013296305,SimpleAssignmentExpression:0.09187991494111997,java.lang.String.equals:1.4983105537896004,java.lang.System.out.println:0.19511449636911166,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,StringVariable:1.0955546166902552,StringLiteral:0.3354716950977236,ObjectMethodInvocation:0.3136191229720017,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,StringDataType:0.3271482058637069,IfStatement:1.0833372058187825,ActualMethodParameter:0.18479765068076517"
string_comparison_v2,"StaticMethodSpecifier:0.11809931207799448,StringVariable:1.5440570283099855,StringLiteral:0.4171292451032503,ObjectMethodInvocation:0.7483875446874532,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.4067797258098296,IfStatement:1.0833372058187825,ActualMethodParameter:0.28480571645027714,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:2.8570638445336414,SimpleAssignmentExpression:0.12949407201071567,java.lang.String.equals:1.4983105537896004,java.lang.System.out.println:0.46560062245835854,FormalMethodParameter:0.07670662691976943"
string_length,"ImportStatement:0.6349876936691446,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:1.1972805581256194,SimpleAssignmentExpression:0.09187991494111997,java.lang.String.length:1.7201593034059568,OnDemandImport:0.9931605754696945,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:0.6470522050705252,StringLiteral:0.1598540601849957,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.1558878729673943,IntDataType:0.2996534668351779"
substring,"VoidDataType:0.025554104472388137,StringDataType:0.26394111259823055,java.lang.String.substring:2.197280558125619,MethodDefinition:0.022639365465170848,StringInitializationStatement:1.1972805581256194,SimpleAssignmentExpression:0.09187991494111997,ObjectMethodInvocation:0.3136191229720017,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,StringVariable:1.0955546166902552,StringLiteral:0.1598540601849957,ActualMethodParameter:0.10914446942506807,PublicClassSpecifier:0.05897785995933788"
switch,"ActualMethodParameter:0.3890945061473768,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SwitchStatement:1.6532125137753437,DefaultClause:1.7201593034059568,StringLiteral:0.5698716291441183,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,CaseClause:1.6532125137753437,java.lang.System.out.println:0.6955732984624959,StringDataType:0.5557323725711579,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,BreakStatement:1.7201593034059568"
switchdemo2,"ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.6288564478423063,CaseClause:1.6532125137753437,IfElseStatement:1.1558878729673943,AndExpression:1.2195569528367716,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.15986204685990157,BreakStatement:1.7201593034059568,ModulusExpression:2.4667763815806185,NotExpression:1.8962505624616381,ActualMethodParameter:0.18479765068076517,StringAddition:0.49398918000695796,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SwitchStatement:1.6532125137753437,DefaultClause:1.7201593034059568,EqualExpression:1.7290237825382524,OrExpression:1.2678616324113265,StringLiteral:0.2706564513032853"
